Feature ID	Type	Contig	Start	Stop	Length (bp)	Function	Subsystems	Begin	End	Region
fig|6666666.541064.peg.4300	CDS	LR740776.1	4344333	4342561	1773	Phage terminase, ATPase subunit	Phage packaging machinery	4342561	4344333	
fig|6666666.541064.peg.4301	CDS	LR740776.1	4344507	4345361	855	Phage capsid scaffolding protein	Phage capsid proteins	4344507	4345361	
fig|6666666.541064.peg.4302	CDS	LR740776.1	4345420	4346493	1074	Phage major capsid protein	Phage capsid proteins	4345420	4346493	
fig|6666666.541064.peg.4303	CDS	LR740776.1	4346542	4347234	693	Phage terminase, endonuclease subunit	Phage packaging machinery	4346542	4347234	
fig|6666666.541064.peg.4304	CDS	LR740776.1	4347370	4347843	474	Phage head completion-stabilization protein	Phage capsid proteins	4347370	4347843	
fig|6666666.541064.peg.4305	CDS	LR740776.1	4347843	4348046	204	Phage tail completion protein	Phage tail proteins, Phage tail proteins 2	4347843	4348046	
fig|6666666.541064.peg.4306	CDS	LR740776.1	4348050	4348331	282	Phage holin	Phage lysis modules	4348050	4348331	
fig|6666666.541064.peg.4307	CDS	LR740776.1	4348331	4348828	498	Phage lysin, 1,4-beta-N-acetylmuramidase (EC 3.2.1.17) or lysozyme #Protein S in phage lambda	Phage lysis modules	4348331	4348828	
fig|6666666.541064.peg.4308	CDS	LR740776.1	4348843	4349268	426	Phage holin; Phage endolysin	Phage lysis modules, Phage lysis modules	4348843	4349268	
fig|6666666.541064.peg.4309	CDS	LR740776.1	4349256	4349681	426	Phage spanin Rz #LysB	Phage lysis modules	4349256	4349681	
fig|6666666.541064.peg.4310	CDS	LR740776.1	4349668	4349826	159	Phage outer membrane lipoprotein Rz1	Phage lysis modules	4349668	4349826	
fig|6666666.541064.peg.4311	CDS	LR740776.1	4349789	4350256	468	Phage tail protein # FIG072132 and FIG003673	Phage tail proteins	4349789	4350256	
fig|6666666.541064.peg.4312	CDS	LR740776.1	4350249	4350701	453	Phage tail completion protein	Phage tail proteins, Phage tail proteins 2	4350249	4350701	
fig|6666666.541064.peg.4313	CDS	LR740776.1	4350768	4351403	636	Baseplate assembly protein V	- none -	4350768	4351403	
fig|6666666.541064.peg.4314	CDS	LR740776.1	4351400	4351747	348	Phage baseplate assembly protein W	- none -	4351400	4351747	
fig|6666666.541064.peg.4315	CDS	LR740776.1	4351752	4352660	909	Baseplate assembly protein J	- none -	4351752	4352660	
fig|6666666.541064.peg.4316	CDS	LR740776.1	4352653	4353264	612	Phage tail fibers	Phage tail fiber proteins	4352653	4353264	
fig|6666666.541064.peg.4317	CDS	LR740776.1	4353261	4354916	1656	Phage tail fiber protein	Phage tail fiber proteins	4353261	4354916	
fig|6666666.541064.peg.4318	CDS	LR740776.1	4354916	4355518	603	Putative tail fiber assembly protein p37	- none -	4354916	4355518	
fig|6666666.541064.peg.4319	CDS	LR740776.1	4355580	4355735	156	Phage DNA invertase	- none -	4355580	4355735	
fig|6666666.541064.peg.4320	CDS	LR740776.1	4355795	4356985	1191	Phage major tail sheath protein	Phage tail proteins	4355795	4356985	
fig|6666666.541064.peg.4321	CDS	LR740776.1	4356998	4357516	519	Phage major tail tube protein	Phage tail proteins	4356998	4357516	
fig|6666666.541064.peg.4322	CDS	LR740776.1	4357573	4357848	276	Tail protein	- none -	4357573	4357848	
fig|6666666.541064.peg.4323	CDS	LR740776.1	4357845	4358000	156	putative phage tail protein	- none -	4357845	4358000	
fig|6666666.541064.peg.4324	CDS	LR740776.1	4357993	4360440	2448	Phage protein	- none -	4357993	4360440	
fig|6666666.541064.peg.4325	CDS	LR740776.1	4360455	4360934	480	Phage-related tail protein	- none -	4360455	4360934	
fig|6666666.541064.peg.4326	CDS	LR740776.1	4360934	4362097	1164	Gene D protein	- none -	4360934	4362097	
fig|6666666.541064.peg.4327	CDS	LR740776.1	4362143	4362397	255	putative positive regulator of late gene transcription	- none -	4362143	4362397	
fig|6666666.541064.peg.4328	CDS	LR740776.1	4362633	4363535	903	Cobalt-zinc-cadmium resistance protein	Cobalt-zinc-cadmium resistance	4362633	4363535	
