Feature ID	Type	Contig	Start	Stop	Length (bp)	Function	Subsystems	Begin	End	Region
fig|6666666.541064.peg.4805	CDS	LR740776.1	4863479	4864795	1317	Glycerol-3-phosphate ABC transporter, periplasmic glycerol-3-phosphate-binding protein (TC 3.A.1.1.3)	Glycerol and Glycerol-3-phosphate Uptake and Utilization	4863479	4864795	
fig|6666666.541064.peg.4806	CDS	LR740776.1	4865242	4865484	243	Transposase	- none -	4865242	4865484	
fig|6666666.541064.peg.4807	CDS	LR740776.1	4865586	4865720	135	hypothetical protein	- none -	4865586	4865720	
fig|6666666.541064.peg.4808	CDS	LR740776.1	4866290	4867633	1344	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	CBSS-176299.4.peg.1996A, Glycerol and Glycerol-3-phosphate Uptake and Utilization	4866290	4867633	
fig|6666666.541064.peg.4809	CDS	LR740776.1	4868614	4867790	825	RpiR family transcriptional regulator	- none -	4867790	4868614	
fig|6666666.541064.peg.4810	CDS	LR740776.1	4868780	4870336	1557	PTS system, maltose and glucose-specific IIC component (EC 2.7.1.69) / PTS system, maltose and glucose-specific IIB component (EC 2.7.1.69)	Maltose and Maltodextrin Utilization, Maltose and Maltodextrin Utilization	4868780	4870336	
fig|6666666.541064.peg.4811	CDS	LR740776.1	4870336	4871025	690	N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)	Sialic Acid Metabolism	4870336	4871025	
fig|6666666.541064.peg.4812	CDS	LR740776.1	4871048	4871161	114	hypothetical protein	- none -	4871048	4871161	
fig|6666666.541064.peg.4813	CDS	LR740776.1	4871416	4871303	114	hypothetical protein	- none -	4871303	4871416	
fig|6666666.541064.peg.4814	CDS	LR740776.1	4871647	4871868	222	Periplasmic lysozyme inhibitor of c-type lysozyme	Lysozyme inhibitors	4871647	4871868	
fig|6666666.541064.peg.4815	CDS	LR740776.1	4871975	4872091	117	hypothetical protein	- none -	4871975	4872091	
fig|6666666.541064.peg.4816	CDS	LR740776.1	4874007	4872742	1266	Cobalt-zinc-cadmium resistance protein CzcA; Cation efflux system protein CusA	Cobalt-zinc-cadmium resistance, Cobalt-zinc-cadmium resistance	4872742	4874007	
fig|6666666.541064.peg.4817	CDS	LR740776.1	4874915	4875034	120	hypothetical protein	- none -	4874915	4875034	
fig|6666666.541064.peg.4818	CDS	LR740776.1	4876187	4875234	954	Transketolase, C-terminal section (EC 2.2.1.1)	Pentose phosphate pathway	4875234	4876187	
fig|6666666.541064.peg.4819	CDS	LR740776.1	4877010	4876180	831	Transketolase, N-terminal section (EC 2.2.1.1)	Pentose phosphate pathway	4876180	4877010	
fig|6666666.541064.peg.4820	CDS	LR740776.1	4878395	4877007	1389	FIG00732228: membrane protein	- none -	4877007	4878395	
fig|6666666.541064.peg.4821	CDS	LR740776.1	4878690	4878418	273	Putative sugar phosphotransferase component II B	- none -	4878418	4878690	
fig|6666666.541064.peg.4822	CDS	LR740776.1	4879212	4878769	444	Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)	L-ascorbate utilization (and related gene clusters)	4878769	4879212	
fig|6666666.541064.peg.4823	CDS	LR740776.1	4879470	4880489	1020	Transcriptional regulator, LacI family	- none -	4879470	4880489	
fig|6666666.541064.peg.4824	CDS	LR740776.1	4881085	4881276	192	FIG00330653: hypothetical protein	- none -	4881085	4881276	
fig|6666666.541064.peg.4825	CDS	LR740776.1	4881345	4881593	249	FIG00330653: hypothetical protein	- none -	4881345	4881593	
fig|6666666.541064.peg.4826	CDS	LR740776.1	4881688	4881846	159	hypothetical protein	- none -	4881688	4881846	
fig|6666666.541064.peg.4827	CDS	LR740776.1	4881815	4881931	117	hypothetical protein	- none -	4881815	4881931	
fig|6666666.541064.peg.4828	CDS	LR740776.1	4882016	4882135	120	hypothetical protein	- none -	4882016	4882135	
fig|6666666.541064.peg.4829	CDS	LR740776.1	4882399	4882280	120	hypothetical protein	- none -	4882280	4882399	
fig|6666666.541064.peg.4830	CDS	LR740776.1	4882670	4882437	234	FIG00638000: hypothetical protein	- none -	4882437	4882670	
fig|6666666.541064.peg.4831	CDS	LR740776.1	4883311	4882694	618	FIG00639802: hypothetical protein	- none -	4882694	4883311	
fig|6666666.541064.peg.4832	CDS	LR740776.1	4883326	4883475	150	hypothetical protein	- none -	4883326	4883475	
fig|6666666.541064.peg.4833	CDS	LR740776.1	4884414	4883683	732	Intergenic-region protein	- none -	4883683	4884414	
fig|6666666.541064.peg.4834	CDS	LR740776.1	4884613	4884765	153	hypothetical protein	- none -	4884613	4884765	
fig|6666666.541064.peg.4835	CDS	LR740776.1	4887052	4885922	1131	FIG00642152: hypothetical protein	- none -	4885922	4887052	
fig|6666666.541064.peg.4836	CDS	LR740776.1	4887237	4888121	885	NgrB	- none -	4887237	4888121	
fig|6666666.541064.peg.4837	CDS	LR740776.1	4888240	4888917	678	FIG00637880: hypothetical protein	- none -	4888240	4888917	
fig|6666666.541064.peg.4838	CDS	LR740776.1	4888923	4889156	234	FIG074102: hypothetical protein	- none -	4888923	4889156	
fig|6666666.541064.peg.4839	CDS	LR740776.1	4889246	4890064	819	FIG00638146: hypothetical protein	- none -	4889246	4890064	
fig|6666666.541064.peg.4840	CDS	LR740776.1	4890230	4890090	141	hypothetical protein	- none -	4890090	4890230	
fig|6666666.541064.peg.4841	CDS	LR740776.1	4890330	4890809	480	Antirestriction protein klcA	- none -	4890330	4890809	
fig|6666666.541064.peg.4842	CDS	LR740776.1	4890824	4891300	477	DNA repair protein RadC	Bacterial cell division cluster, DNA repair, bacterial	4890824	4891300	
fig|6666666.541064.peg.4843	CDS	LR740776.1	4891387	4891608	222	Uncharacterized protein YkfH	- none -	4891387	4891608	
fig|6666666.541064.peg.4844	CDS	LR740776.1	4891808	4892056	249	YeeU protein (antitoxin to YeeV)	Toxin-antitoxin replicon stabilization systems	4891808	4892056	
fig|6666666.541064.peg.4845	CDS	LR740776.1	4892146	4892523	378	YeeV toxin protein	Toxin-antitoxin replicon stabilization systems	4892146	4892523	
fig|6666666.541064.peg.4846	CDS	LR740776.1	4892520	4893008	489	Z5092 protein	- none -	4892520	4893008	
fig|6666666.541064.peg.4847	CDS	LR740776.1	4893028	4893225	198	FIG00640476: hypothetical protein	- none -	4893028	4893225	
fig|6666666.541064.peg.4848	CDS	LR740776.1	4893310	4893456	147	hypothetical protein	- none -	4893310	4893456	
fig|6666666.541064.peg.4849	CDS	LR740776.1	4894409	4896445	2037	FIG00638855: hypothetical protein	- none -	4894409	4896445	
fig|6666666.541064.peg.4850	CDS	LR740776.1	4896674	4896558	117	hypothetical protein	- none -	4896558	4896674	
fig|6666666.541064.peg.4851	CDS	LR740776.1	4896963	4896844	120	putative ATP-dependent protease	- none -	4896844	4896963	
fig|6666666.541064.peg.4852	CDS	LR740776.1	4897973	4897068	906	FIG00639818: hypothetical protein	- none -	4897068	4897973	
fig|6666666.541064.peg.4853	CDS	LR740776.1	4898022	4898144	123	ORF25	- none -	4898022	4898144	
fig|6666666.541064.peg.4854	CDS	LR740776.1	4899132	4898152	981	FIG00639826: hypothetical protein	- none -	4898152	4899132	
fig|6666666.541064.peg.4855	CDS	LR740776.1	4900303	4899197	1107	Sialic acid-induced transmembrane protein YjhT(NanM), possible mutarotase	Sialic Acid Metabolism	4899197	4900303	
