Feature ID	Type	Contig	Start	Stop	Length (bp)	Function	Subsystems	Begin	End	Region
fig|6666666.541064.peg.2051	CDS	LR740776.1	2051532	2052632	1101	Thiazolinyl imide reductase in siderophore biosynthesis gene cluster	- none -	2051532	2052632	
fig|6666666.541064.peg.2052	CDS	LR740776.1	2052629	2053432	804	iron aquisition yersiniabactin synthesis enzyme (YbtT,resembles thioesterases) @ Thioesterase in siderophore biosynthesis gene cluster	- none -	2052629	2053432	
fig|6666666.541064.peg.2053	CDS	LR740776.1	2053436	2055013	1578	2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) of siderophore biosynthesis	- none -	2053436	2055013	
fig|6666666.541064.peg.2054	CDS	LR740776.1	2055145	2057166	2022	TonB-dependent receptor	Ton and Tol transport systems	2055145	2057166	
fig|6666666.541064.peg.2055	CDS	LR740776.1	2057817	2058566	750	adherence and invasion outermembrane protein (Inv,enhances Peyer's patches colonization)	- none -	2057817	2058566	
fig|6666666.541064.peg.2056	CDS	LR740776.1	2058523	2058663	141	Invasin	- none -	2058523	2058663	
fig|6666666.541064.peg.2057	CDS	LR740776.1	2058699	2060168	1470	adherence and invasion outermembrane protein (Inv,enhances Peyer's patches colonization)	- none -	2058699	2060168	
fig|6666666.541064.peg.2058	CDS	LR740776.1	2060199	2060657	459	Invasin	- none -	2060199	2060657	
fig|6666666.541064.peg.2059	CDS	LR740776.1	2061837	2060785	1053	FIG00638424: hypothetical protein	- none -	2060785	2061837	
fig|6666666.541064.peg.2060	CDS	LR740776.1	2062152	2063468	1317	Shikimate transporter	- none -	2062152	2063468	
fig|6666666.541064.peg.2061	CDS	LR740776.1	2063570	2065024	1455	AMP nucleosidase (EC 3.2.2.4)	Purine conversions	2063570	2065024	
