Feature ID	Type	Contig	Start	Stop	Length (bp)	Function	Subsystems	Begin	End	Region
fig|6666666.541064.peg.2094	CDS	LR740776.1	2091315	2091034	282	Hyphotheical protein	- none -	2091034	2091315	
fig|6666666.541064.peg.2095	CDS	LR740776.1	2091676	2091374	303	Hyphotheical protein	- none -	2091374	2091676	
fig|6666666.541064.peg.2096	CDS	LR740776.1	2092572	2092456	117	hypothetical protein	- none -	2092456	2092572	
fig|6666666.541064.peg.2097	CDS	LR740776.1	2093359	2094120	762	NgrB	- none -	2093359	2094120	
fig|6666666.541064.peg.2098	CDS	LR740776.1	2094448	2097096	2649	Antigen 43 precursor	- none -	2094448	2097096	
fig|6666666.541064.peg.2099	CDS	LR740776.1	2097261	2097395	135	Antigen 43 precursor	- none -	2097261	2097395	
fig|6666666.541064.peg.2100	CDS	LR740776.1	2097392	2097520	129	Antigen 43 precursor	- none -	2097392	2097520	
fig|6666666.541064.peg.2101	CDS	LR740776.1	2097680	2098249	570	probable membrane protein b2001	- none -	2097680	2098249	
fig|6666666.541064.peg.2102	CDS	LR740776.1	2098293	2098409	117	probable membrane protein b2001	- none -	2098293	2098409	
fig|6666666.541064.peg.2103	CDS	LR740776.1	2098469	2098951	483	probable membrane protein b2001	- none -	2098469	2098951	
fig|6666666.541064.peg.2104	CDS	LR740776.1	2099116	2099511	396	probable membrane protein b2001	- none -	2099116	2099511	
fig|6666666.541064.peg.2105	CDS	LR740776.1	2099505	2100257	753	probable membrane protein b2001	- none -	2099505	2100257	
fig|6666666.541064.peg.2106	CDS	LR740776.1	2100508	2100714	207	FIG00639908: hypothetical protein	- none -	2100508	2100714	
fig|6666666.541064.peg.2107	CDS	LR740776.1	2101010	2100837	174	Mobile element protein	- none -	2100837	2101010	
fig|6666666.541064.peg.2108	CDS	LR740776.1	2101957	2101028	930	Mobile element protein	- none -	2101028	2101957	
fig|6666666.541064.peg.2109	CDS	LR740776.1	2102128	2102012	117	Mobile element protein	- none -	2102012	2102128	
fig|6666666.541064.peg.2110	CDS	LR740776.1	2103430	2102684	747	Mobile element protein	- none -	2102684	2103430	
fig|6666666.541064.peg.2111	CDS	LR740776.1	2103717	2103562	156	FIG00639822: hypothetical protein	- none -	2103562	2103717	
fig|6666666.541064.peg.2112	CDS	LR740776.1	2103820	2104503	684	FIG00638146: hypothetical protein	- none -	2103820	2104503	
fig|6666666.541064.peg.2113	CDS	LR740776.1	2104718	2105197	480	Antirestriction protein klcA	- none -	2104718	2105197	
fig|6666666.541064.peg.2114	CDS	LR740776.1	2105213	2105689	477	DNA repair protein RadC	Bacterial cell division cluster, DNA repair, bacterial	2105213	2105689	
fig|6666666.541064.peg.2115	CDS	LR740776.1	2105752	2105973	222	Uncharacterized protein YkfH	- none -	2105752	2105973	
fig|6666666.541064.peg.2116	CDS	LR740776.1	2106167	2106415	249	YeeU protein (antitoxin to YeeV)	Toxin-antitoxin replicon stabilization systems	2106167	2106415	
fig|6666666.541064.peg.2117	CDS	LR740776.1	2106504	2106878	375	YeeV toxin protein	Toxin-antitoxin replicon stabilization systems	2106504	2106878	
fig|6666666.541064.peg.2118	CDS	LR740776.1	2106875	2107069	195	hypothetical protein	- none -	2106875	2107069	
fig|6666666.541064.peg.2119	CDS	LR740776.1	2107732	2107866	135	Propanediol utilization protein PduV	- none -	2107732	2107866	
fig|6666666.541064.peg.2120	CDS	LR740776.1	2108296	2107967	330	UPF0265 protein YeeX	Broadly distributed proteins not in subsystems	2107967	2108296	
fig|6666666.541064.peg.2121	CDS	LR740776.1	2108387	2108503	117	hypothetical protein	- none -	2108387	2108503	
fig|6666666.541064.peg.2122	CDS	LR740776.1	2109526	2108468	1059	Putative inner membrane protein	- none -	2108468	2109526	
