Feature ID	Type	Contig	Start	Stop	Length (bp)	Function	Subsystems	Begin	End	Region
fig|6666666.541064.peg.2546	CDS	LR740776.1	2545406	2545230	177	FIG00639651: hypothetical protein	- none -	2545230	2545406	
fig|6666666.541064.peg.2547	CDS	LR740776.1	2546713	2545460	1254	Phage capsid protein #Fam0001	Phage capsid proteins	2545460	2546713	
fig|6666666.541064.peg.2548	CDS	LR740776.1	2547625	2546732	894	Phage capsid and scaffold	Phage capsid proteins	2546732	2547625	
fig|6666666.541064.peg.2549	CDS	LR740776.1	2549914	2547716	2199	Phage portal protein	Phage packaging machinery	2547716	2549914	
fig|6666666.541064.peg.2550	CDS	LR740776.1	2551331	2549916	1416	Phage terminase, large subunit	Phage packaging machinery	2549916	2551331	
fig|6666666.541064.peg.2551	CDS	LR740776.1	2551768	2551328	441	Phage terminase, small subunit	Phage packaging machinery	2551328	2551768	
fig|6666666.541064.peg.2552	CDS	LR740776.1	2552013	2551771	243	Orf80	- none -	2551771	2552013	
fig|6666666.541064.peg.2553	CDS	LR740776.1	2552838	2552314	525	Phage Rha protein	- none -	2552314	2552838	
fig|6666666.541064.peg.2554	CDS	LR740776.1	2553648	2553181	468	putative endopeptidase protein Rz of prophage CP-933K( EC:3.4.- )	- none -	2553181	2553648	
fig|6666666.541064.peg.2555	CDS	LR740776.1	2554121	2553645	477	Phage lysin, 1,4-beta-N-acetylmuramidase (EC 3.2.1.17) or lysozyme #Protein S in phage lambda	Phage lysis modules	2553645	2554121	
fig|6666666.541064.peg.2556	CDS	LR740776.1	2554427	2554125	303	Phage holin	Phage lysis modules	2554125	2554427	
fig|6666666.541064.rna.45	RNA	LR740776.1	2554745	2554670	76	tRNA-Thr-TGT	- none -	2554670	2554745	
fig|6666666.541064.rna.46	RNA	LR740776.1	2554825	2554751	75	tRNA-Asn-GTT	- none -	2554751	2554825	
fig|6666666.541064.peg.2557	CDS	LR740776.1	2555723	2555100	624	Phage antitermination protein Q	Phage nin genes - N-independent survival	2555100	2555723	
fig|6666666.541064.peg.2558	CDS	LR740776.1	2556267	2555905	363	Holliday junction resolvase / Crossover junction endodeoxyribonuclease rusA (EC 3.1.22.-)	- none -	2555905	2556267	
fig|6666666.541064.peg.2559	CDS	LR740776.1	2556554	2556264	291	Phage protein	- none -	2556264	2556554	
fig|6666666.541064.peg.2560	CDS	LR740776.1	2557276	2556554	723	Phage DNA binding protein Roi	- none -	2556554	2557276	
fig|6666666.541064.peg.2561	CDS	LR740776.1	2557445	2557269	177	Phage NinF	Phage nin genes - N-independent survival	2557269	2557445	
fig|6666666.541064.peg.2562	CDS	LR740776.1	2557785	2557438	348	Phage NinX	Phage nin genes - N-independent survival	2557438	2557785	
fig|6666666.541064.peg.2563	CDS	LR740776.1	2558401	2557961	441	Phage NinB DNA recombination	Phage nin genes - N-independent survival	2557961	2558401	
fig|6666666.541064.peg.2564	CDS	LR740776.1	2558606	2558382	225	Phage protein	- none -	2558382	2558606	
fig|6666666.541064.peg.2565	CDS	LR740776.1	2560052	2558676	1377	Phage replicative DNA helicase (EC 3.6.1.-)	Phage replication	2558676	2560052	
fig|6666666.541064.peg.2566	CDS	LR740776.1	2560936	2560049	888	FIG00640106: hypothetical protein	- none -	2560049	2560936	
fig|6666666.541064.peg.2567	CDS	LR740776.1	2561431	2561294	138	Phage repressor	- none -	2561294	2561431	
fig|6666666.541064.peg.2568	CDS	LR740776.1	2561881	2561696	186	FIG00640419: hypothetical protein	- none -	2561696	2561881	
fig|6666666.541064.peg.2569	CDS	LR740776.1	2563134	2563433	300	Phage antitermination protein N	Phage nin genes - N-independent survival	2563134	2563433	
fig|6666666.541064.peg.2570	CDS	LR740776.1	2563590	2563712	123	Phage restriction alleviation ral	- none -	2563590	2563712	
fig|6666666.541064.peg.2571	CDS	LR740776.1	2564383	2564733	351	TolA protein	Ton and Tol transport systems	2564383	2564733	
fig|6666666.541064.peg.2572	CDS	LR740776.1	2564708	2565352	645	TolA protein	Ton and Tol transport systems	2564708	2565352	
fig|6666666.541064.peg.2573	CDS	LR740776.1	2565493	2565645	153	Kil protein	- none -	2565493	2565645	
fig|6666666.541064.peg.2574	CDS	LR740776.1	2565642	2565800	159	Phage protein	- none -	2565642	2565800	
fig|6666666.541064.peg.2575	CDS	LR740776.1	2565902	2566507	606	essential recombination function protein Erf	- none -	2565902	2566507	
fig|6666666.541064.peg.2576	CDS	LR740776.1	2566507	2566890	384	FIG00638116: hypothetical protein	- none -	2566507	2566890	
fig|6666666.541064.peg.2577	CDS	LR740776.1	2566914	2567210	297	FIG01047205: hypothetical protein	- none -	2566914	2567210	
fig|6666666.541064.peg.2578	CDS	LR740776.1	2567945	2567259	687	FIG00642118: hypothetical protein	- none -	2567259	2567945	
fig|6666666.541064.peg.2579	CDS	LR740776.1	2568121	2568783	663	ORF8	- none -	2568121	2568783	
fig|6666666.541064.peg.2580	CDS	LR740776.1	2568785	2569327	543	FIG00639676: hypothetical protein	- none -	2568785	2569327	
fig|6666666.541064.peg.2581	CDS	LR740776.1	2569327	2569611	285	FIG00641909: hypothetical protein	- none -	2569327	2569611	
fig|6666666.541064.peg.2582	CDS	LR740776.1	2569604	2569888	285	Phage protein	- none -	2569604	2569888	
fig|6666666.541064.peg.2583	CDS	LR740776.1	2569961	2570128	168	Phage protein	- none -	2569961	2570128	
fig|6666666.541064.peg.2584	CDS	LR740776.1	2570186	2570386	201	Gene 18 protein	- none -	2570186	2570386	
fig|6666666.541064.peg.2585	CDS	LR740776.1	2571509	2570574	936	D-serine dehydratase transcriptional activator	Glycine and Serine Utilization, LysR-family proteins in Escherichia coli	2570574	2571509	
fig|6666666.541064.peg.2586	CDS	LR740776.1	2571727	2573064	1338	D-serine permease DsdX	Glycine and Serine Utilization	2571727	2573064	
