Feature ID	Type	Contig	Start	Stop	Length (bp)	Function	Subsystems	Begin	End	Region
fig|6666666.541064.peg.2153	CDS	LR740776.1	2135247	2135062	186	Unknown function	- none -	2135062	2135247	
fig|6666666.541064.peg.2154	CDS	LR740776.1	2135783	2135391	393	FIG00643583: hypothetical protein	- none -	2135391	2135783	
fig|6666666.541064.peg.2155	CDS	LR740776.1	2136240	2135767	474	Phage lysin, 1,4-beta-N-acetylmuramidase (EC 3.2.1.17) or lysozyme #Protein S in phage lambda	Phage lysis modules	2135767	2136240	
fig|6666666.541064.peg.2156	CDS	LR740776.1	2136550	2136227	324	Phage holin	Phage lysis modules	2136227	2136550	
fig|6666666.541064.peg.2157	CDS	LR740776.1	2136774	2137043	270	hypothetical protein	- none -	2136774	2137043	
fig|6666666.541064.peg.2158	CDS	LR740776.1	2137565	2137077	489	Phage antitermination protein Q	Phage nin genes - N-independent survival	2137077	2137565	
fig|6666666.541064.peg.2159	CDS	LR740776.1	2138109	2137747	363	Holliday junction resolvase / Crossover junction endodeoxyribonuclease rusA (EC 3.1.22.-)	- none -	2137747	2138109	
fig|6666666.541064.peg.2160	CDS	LR740776.1	2138396	2138106	291	Phage protein	- none -	2138106	2138396	
fig|6666666.541064.peg.2161	CDS	LR740776.1	2139118	2138396	723	Phage DNA binding protein Roi	- none -	2138396	2139118	
fig|6666666.541064.peg.2162	CDS	LR740776.1	2139281	2139111	171	Phage NinF	Phage nin genes - N-independent survival	2139111	2139281	
fig|6666666.541064.peg.2163	CDS	LR740776.1	2139867	2139457	411	Phage NinB DNA recombination	Phage nin genes - N-independent survival	2139457	2139867	
fig|6666666.541064.peg.2164	CDS	LR740776.1	2140142	2139870	273	FIG00642860: hypothetical protein	- none -	2139870	2140142	
fig|6666666.541064.peg.2165	CDS	LR740776.1	2142069	2140633	1437	DNA helicase (EC 3.6.1.-), phage-associated	Phage replication	2140633	2142069	
fig|6666666.541064.peg.2166	CDS	LR740776.1	2142949	2142059	891	Phage replication initiation protein #ACLAME10	Phage replication	2142059	2142949	
fig|6666666.541064.peg.2167	CDS	LR740776.1	2143097	2142936	162	FIG00642795: hypothetical protein	- none -	2142936	2143097	
fig|6666666.541064.peg.2168	CDS	LR740776.1	2143413	2143132	282	cII	- none -	2143132	2143413	
fig|6666666.541064.peg.2169	CDS	LR740776.1	2143821	2144516	696	FIG017723: Putative cI prophage repressor protein	Prophage cluster in the proteobacteria	2143821	2144516	
fig|6666666.541064.peg.2170	CDS	LR740776.1	2144939	2145271	333	Phage antitermination protein N	Phage nin genes - N-independent survival	2144939	2145271	
fig|6666666.541064.peg.2171	CDS	LR740776.1	2145472	2145921	450	Phage protein	- none -	2145472	2145921	
fig|6666666.541064.peg.2172	CDS	LR740776.1	2146110	2146421	312	Superinfection exclusion protein (Protein gp17)	- none -	2146110	2146421	
fig|6666666.541064.peg.2173	CDS	LR740776.1	2146497	2146631	135	Phage repressor	- none -	2146497	2146631	
fig|6666666.541064.peg.2174	CDS	LR740776.1	2146616	2146768	153	hypothetical protein	- none -	2146616	2146768	
fig|6666666.541064.peg.2175	CDS	LR740776.1	2146765	2146923	159	Phage protein	- none -	2146765	2146923	
fig|6666666.541064.peg.2176	CDS	LR740776.1	2147023	2147730	708	Putative DNA-binding protein Erf	- none -	2147023	2147730	
fig|6666666.541064.peg.2177	CDS	LR740776.1	2147731	2148204	474	Single-stranded DNA-binding protein	DNA repair, bacterial, DNA repair, bacterial RecFOR pathway	2147731	2148204	
fig|6666666.541064.peg.2178	CDS	LR740776.1	2148382	2148266	117	hypothetical protein	- none -	2148266	2148382	
fig|6666666.541064.peg.2179	CDS	LR740776.1	2148707	2149000	294	FIG01047205: hypothetical protein	- none -	2148707	2149000	
fig|6666666.541064.peg.2180	CDS	LR740776.1	2149011	2149178	168	Phage protein	- none -	2149011	2149178	
fig|6666666.541064.peg.2181	CDS	LR740776.1	2149175	2149567	393	Phage EaA protein	- none -	2149175	2149567	
fig|6666666.541064.peg.2182	CDS	LR740776.1	2149569	2149760	192	unknown	- none -	2149569	2149760	
fig|6666666.541064.peg.2183	CDS	LR740776.1	2149763	2150605	843	Phage EaA protein	- none -	2149763	2150605	
fig|6666666.541064.peg.2184	CDS	LR740776.1	2150598	2150882	285	Phage protein	- none -	2150598	2150882	
fig|6666666.541064.peg.2185	CDS	LR740776.1	2151377	2151568	192	FIG00642358: hypothetical protein	- none -	2151377	2151568	
fig|6666666.541064.peg.2186	CDS	LR740776.1	2152727	2151549	1179	Mobile element protein	- none -	2151549	2152727	
fig|6666666.541064.peg.2187	CDS	LR740776.1	2152909	2154333	1425	Exodeoxyribonuclease I (EC 3.1.11.1)	DNA Repair Base Excision	2152909	2154333	
fig|6666666.541064.peg.2188	CDS	LR740776.1	2154603	2154376	228	FIG00638167: hypothetical protein	- none -	2154376	2154603	
fig|6666666.541064.peg.2189	CDS	LR740776.1	2155675	2154617	1059	Putative transport system permease protein	- none -	2154617	2155675	
fig|6666666.541064.peg.2190	CDS	LR740776.1	2157212	2155854	1359	Putrescine importer	- none -	2155854	2157212	
