Feature ID	Type	Contig	Start	Stop	Length (bp)	Function	Subsystems	Begin	End	Region
fig|6666666.541064.peg.3994	CDS	LR740776.1	4034296	4034156	141	Haemolysin expression modulating protein paralog	- none -	4034156	4034296	
fig|6666666.541064.peg.3995	CDS	LR740776.1	4035060	4035266	207	FIG00638000: hypothetical protein	- none -	4035060	4035266	
fig|6666666.541064.peg.3996	CDS	LR740776.1	4035351	4035473	123	FIG00638808: hypothetical protein	- none -	4035351	4035473	
fig|6666666.541064.peg.3997	CDS	LR740776.1	4035500	4035883	384	FIG00638808: hypothetical protein	- none -	4035500	4035883	
fig|6666666.541064.peg.3998	CDS	LR740776.1	4036497	4036339	159	Hyphotheical protein	- none -	4036339	4036497	
fig|6666666.541064.peg.3999	CDS	LR740776.1	4037016	4036735	282	Hyphotheical protein	- none -	4036735	4037016	
fig|6666666.541064.peg.4000	CDS	LR740776.1	4037377	4037075	303	Hyphotheical protein	- none -	4037075	4037377	
fig|6666666.541064.peg.4001	CDS	LR740776.1	4038045	4037929	117	hypothetical protein	- none -	4037929	4038045	
fig|6666666.541064.peg.4002	CDS	LR740776.1	4038283	4038167	117	hypothetical protein	- none -	4038167	4038283	
fig|6666666.541064.peg.4003	CDS	LR740776.1	4038965	4039837	873	NgrB	- none -	4038965	4039837	
fig|6666666.541064.peg.4004	CDS	LR740776.1	4040005	4040130	126	FIG00639744: hypothetical protein	- none -	4040005	4040130	
fig|6666666.541064.peg.4005	CDS	LR740776.1	4040827	4040150	678	Mobile element protein	- none -	4040150	4040827	
fig|6666666.541064.peg.4006	CDS	LR740776.1	4040864	4041007	144	FIG00639264: hypothetical protein	- none -	4040864	4041007	
fig|6666666.541064.peg.4007	CDS	LR740776.1	4041327	4041016	312	Mobile element protein	- none -	4041016	4041327	
fig|6666666.541064.peg.4008	CDS	LR740776.1	4041387	4043531	2145	Antigen 43 precursor	- none -	4041387	4043531	
fig|6666666.541064.peg.4009	CDS	LR740776.1	4043652	4044227	576	probable membrane protein b2001	- none -	4043652	4044227	
fig|6666666.541064.peg.4010	CDS	LR740776.1	4044263	4044388	126	probable membrane protein b2001	- none -	4044263	4044388	
fig|6666666.541064.peg.4011	CDS	LR740776.1	4044438	4044656	219	probable membrane protein b2001	- none -	4044438	4044656	
fig|6666666.541064.peg.4012	CDS	LR740776.1	4044620	4046227	1608	probable membrane protein b2001	- none -	4044620	4046227	
fig|6666666.541064.peg.4013	CDS	LR740776.1	4046478	4046657	180	FIG00639908: hypothetical protein	- none -	4046478	4046657	
fig|6666666.541064.peg.4014	CDS	LR740776.1	4046703	4047074	372	FIG074102: hypothetical protein	- none -	4046703	4047074	
fig|6666666.541064.peg.4015	CDS	LR740776.1	4047095	4047913	819	FIG00638146: hypothetical protein	- none -	4047095	4047913	
fig|6666666.541064.peg.4016	CDS	LR740776.1	4047968	4048453	486	Antirestriction protein klcA	- none -	4047968	4048453	
fig|6666666.541064.peg.4017	CDS	LR740776.1	4048469	4048945	477	DNA repair protein RadC	Bacterial cell division cluster, DNA repair, bacterial	4048469	4048945	
fig|6666666.541064.peg.4018	CDS	LR740776.1	4049014	4049235	222	Uncharacterized protein YkfH	- none -	4049014	4049235	
fig|6666666.541064.peg.4019	CDS	LR740776.1	4049235	4049348	114	hypothetical protein	- none -	4049235	4049348	
fig|6666666.541064.peg.4020	CDS	LR740776.1	4049473	4049766	294	YeeU protein (antitoxin to YeeV)	Toxin-antitoxin replicon stabilization systems	4049473	4049766	
fig|6666666.541064.peg.4021	CDS	LR740776.1	4049856	4050263	408	YeeV toxin protein	Toxin-antitoxin replicon stabilization systems	4049856	4050263	
fig|6666666.541064.peg.4022	CDS	LR740776.1	4050226	4050714	489	Z5092 protein	- none -	4050226	4050714	
fig|6666666.541064.peg.4023	CDS	LR740776.1	4050726	4050923	198	FIG00640476: hypothetical protein	- none -	4050726	4050923	
fig|6666666.541064.peg.4024	CDS	LR740776.1	4051008	4051853	846	hypothetical protein	- none -	4051008	4051853	
fig|6666666.541064.peg.4025	CDS	LR740776.1	4052084	4052305	222	FIG00638083: hypothetical protein	- none -	4052084	4052305	
fig|6666666.541064.peg.4026	CDS	LR740776.1	4052671	4052814	144	hypothetical protein	- none -	4052671	4052814	
fig|6666666.541064.peg.4027	CDS	LR740776.1	4053111	4054034	924	FIG00638098: hypothetical protein	- none -	4053111	4054034	
fig|6666666.541064.peg.4028	CDS	LR740776.1	4054856	4054038	819	Methionine ABC transporter substrate-binding protein	Methionine Biosynthesis, Methionine Degradation	4054038	4054856	
fig|6666666.541064.peg.4029	CDS	LR740776.1	4055099	4055371	273	Putative secreted protein	- none -	4055099	4055371	
fig|6666666.541064.peg.4030	CDS	LR740776.1	4056767	4055412	1356	Putative transport protein	- none -	4055412	4056767	
fig|6666666.541064.peg.4031	CDS	LR740776.1	4057265	4056813	453	probable membrane protein YPO2654	- none -	4056813	4057265	
fig|6666666.541064.peg.4032	CDS	LR740776.1	4058730	4057318	1413	Xanthine/uracil/thiamine/ascorbate permease family protein	Purine Utilization	4057318	4058730	
